,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,1024,276.3328142270775,20686.190607293465,1174.0,1352.0,-360.9591477071276,172.58688124999998,"short 20cm, sensor 30 cm",16,16,9.462322208025617,30.0,180.0
1,8e-06,1040,-37963.98555360259,40244.34632063055,,,177.86344785293545,,,,,,,
2,1.6e-05,65535,30927.09516839074,45979.40323933832,,,176.90717762442318,,,,,,,
3,2.5e-05,65535,12767.1472414871,43822.43103280435,,,-304.0011756122187,,,,,,,
4,3.3e-05,1072,-42367.45414464101,43311.629086842295,,,97.83436770107802,,,,,,,
5,4.1e-05,65535,23678.353393549103,42162.81481638447,,,178.64770648055125,,,,,,,
6,4.9e-05,65535,21699.104894775854,41055.329194063255,,,-231.44717525135175,,,,,,,
7,5.7e-05,1072,-42425.007277610464,42552.87000149025,,,44.40337226959,,,,,,,
8,6.6e-05,65535,16853.21918729588,42945.06132738535,,,158.17902575923554,,,,,,,
9,7.4e-05,65535,24291.229113453155,39955.010566082165,,,-176.01095222979262,,,,,,,
10,8.2e-05,1088,-36292.3514942301,36592.043321323945,,,16.524915384559776,,,,,,,
11,9e-05,65535,11178.602250255,32860.797586052126,,,144.26188626275572,,,,,,,
12,9.8e-05,65535,18923.38801827816,28258.536466154404,,,-142.81779543165612,,,,,,,
13,0.000107,1072,-23972.383680415565,24364.921486526735,,,-14.075170290017539,,,,,,,
14,0.000115,65535,7804.029624507582,19894.481340521637,,,151.7150464993828,,,,,,,
15,0.000123,65535,6115.606004291644,13877.277493368987,,,-108.87254742021217,,,,,,,
16,0.000131,19476,-8066.344493314682,9374.953081503163,,,-70.08188915414482,,,,,,,
17,0.000139,1072,7813.838168639723,8003.700637425061,,,167.01511884943608,,,,,,,
18,0.000147,1024,-11038.823733459214,11384.794390796304,,,-50.55730157217319,,,,,,,
19,0.000156,65535,7153.0104600670065,16712.152875233205,,,-142.4867425476637,,,,,,,
20,0.000164,65535,11207.36439445854,21961.93839659214,,,163.14879836265206,,,,,,,
21,0.000172,1040,-27849.202287975542,27865.336977832238,,,28.0807012979845,,,,,,,
22,0.00018,65535,17945.570376479867,33202.72729580583,,,-196.22785628658713,,,,,,,
23,0.000188,65535,16502.592750175125,37033.6089406318,,,127.73942218596297,,,,,,,
24,0.000197,1056,-40210.966148545114,40299.13595441558,,,94.95373205088298,,,,,,,
25,0.000205,63615,22965.200858831606,42817.511699485294,,,-201.6673340806207,,,,,,,
26,0.000213,65535,21547.812001738053,44599.13792859188,,,75.63296861351827,,,,,,,
27,0.000221,1056,-46519.51826187442,46520.10814616041,,,119.05443182852862,,,,,,,
28,0.000229,62479,23458.747449209543,47861.42706847625,,,-161.88787990584694,,,,,,,
29,0.000238,65535,24799.19710062119,48034.61648448588,,,33.70754656890782,,,,,,,
30,0.000246,1056,-47928.446929097736,47942.88326772078,,,101.88522596739904,,,,,,,
